shape_id,shape_pt_lon,shape_pt_lat,shape_pt_sequence
7-1-166,-119.488785,49.862035,10012
7-1-166,-119.489722,49.862018,10013
7-1-166,-119.491244,49.861996,10014
7-1-166,-119.491244,49.862171,10015
7-1-166,-119.491244,49.862171,20001
7-1-166,-119.491243,49.863324,20002
7-1-166,-119.491243,49.863689,20003
7-1-166,-119.491243,49.863954,20004
7-1-166,-119.491243,49.863954,30001
7-1-166,-119.491243,49.864818,30002
7-1-166,-119.491242,49.865419,30003
7-1-166,-119.491253,49.865793,30004
7-1-166,-119.491253,49.865793,40001
7-1-166,-119.491260,49.866021,40002
7-1-166,-119.491244,49.866659,40003
7-1-166,-119.491257,49.867325,40004
7-1-166,-119.491244,49.867550,40005
7-1-166,-119.491244,49.867737,40006
7-1-166,-119.491242,49.868277,40007
7-1-166,-119.491243,49.868596,40008
7-1-166,-119.491243,49.868596,50001
7-1-166,-119.491242,49.868619,50002
7-1-166,-119.491242,49.869040,50003
7-1-166,-119.491253,49.869527,50004
7-1-166,-119.491262,49.869998,50005
7-1-166,-119.491258,49.870391,50006
7-1-166,-119.491253,49.870923,50007
7-1-166,-119.491265,49.871760,50008
7-1-166,-119.491251,49.872263,50009
7-1-166,-119.491236,49.872810,50010
7-1-166,-119.491241,49.873415,50011
7-1-166,-119.491241,49.873415,60001
7-1-166,-119.491243,49.873609,60002
7-1-166,-119.491246,49.874517,60003
7-1-166,-119.491256,49.875428,60004
7-1-166,-119.491257,49.876324,60005
7-1-166,-119.491322,49.876720,60006
7-1-166,-119.491322,49.876720,70001
7-1-166,-119.491409,49.877248,70002
7-1-166,-119.491549,49.877930,70003
7-1-166,-119.491686,49.878173,70004
7-1-166,-119.491879,49.878325,70005
7-1-166,-119.493318,49.879404,70006
7-1-166,-119.493651,49.879654,70007
7-1-166,-119.493651,49.879654,80001
7-1-166,-119.494735,49.880468,80002
7-1-166,-119.494890,49.880626,80003
7-1-166,-119.494955,49.880693,80004
7-1-166,-119.495057,49.880987,80005
7-1-166,-119.495058,49.881350,80006
7-1-166,-119.495058,49.881350,90001
7-1-166,-119.495060,49.881914,90002
7-1-166,-119.495058,49.882026,90003
7-1-166,-119.495019,49.882136,90004
7-1-166,-119.495114,49.882317,90005
7-1-166,-119.495534,49.882800,90006
7-1-166,-119.495822,49.883132,90007
7-1-166,-119.496161,49.883519,90008
7-1-166,-119.496225,49.883609,90009
7-1-166,-119.496460,49.884179,90010
7-1-166,-119.496460,49.884179,100001
7-1-166,-119.496490,49.884251,100002
7-1-166,-119.496578,49.884348,100003
7-1-166,-119.496616,49.884503,100004
7-1-166,-119.495054,49.884501,100005
7-1-166,-119.495050,49.885368,100006
7-1-166,-119.495063,49.886326,100007
7-1-166,-119.495074,49.887252,100008
7-1-166,-119.495073,49.887381,100009
7-1-166,-119.494687,49.887444,100010
7-1-166,-119.493749,49.887435,100011
7-1-166,-119.493756,49.887284,100012
7-1-166,-119.493909,49.887196,100013
7-1-166,-119.494729,49.887194,100014
7-1-166,-119.494845,49.887214,100015
7-1-175,-119.494845,49.887214,10001
7-1-175,-119.495074,49.887252,10002
7-1-175,-119.495063,49.886326,10003
7-1-175,-119.495050,49.885368,10004
7-1-175,-119.496622,49.885366,10005
7-1-175,-119.496618,49.884795,10006
7-1-175,-119.496618,49.884795,20001
7-1-175,-119.496616,49.884503,20002
7-1-175,-119.496578,49.884348,20003
7-1-175,-119.496616,49.884233,20004
7-1-175,-119.496383,49.883609,20005
7-1-175,-119.496324,49.883515,20006
7-1-175,-119.495615,49.882677,20007
7-1-175,-119.495535,49.882594,20008
7-1-175,-119.495455,49.882512,20009
7-1-175,-119.495231,49.882281,20010
7-1-175,-119.495141,49.882107,20011
7-1-175,-119.495058,49.882026,20012
7-1-175,-119.495060,49.881914,20013
7-1-175,-119.495060,49.881662,20014
7-1-175,-119.495060,49.881662,30001
7-1-175,-119.495057,49.880987,30002
7-1-175,-119.494955,49.880693,30003
7-1-175,-119.494890,49.880626,30004
7-1-175,-119.494735,49.880468,30005
7-1-175,-119.493318,49.879404,30006
7-1-175,-119.492884,49.879078,30007
7-1-175,-119.492884,49.879078,40001
7-1-175,-119.491879,49.878325,40002
7-1-175,-119.491686,49.878173,40003
7-1-175,-119.491549,49.877930,40004
7-1-175,-119.491409,49.877248,40005
7-1-175,-119.491257,49.876324,40006
7-1-175,-119.491256,49.875428,40007
7-1-175,-119.491246,49.874517,40008
7-1-175,-119.491244,49.873982,40009
7-1-175,-119.491244,49.873982,50001
7-1-175,-119.491243,49.873609,50002
7-1-175,-119.491236,49.872810,50003
7-1-175,-119.491245,49.872501,50004
7-1-175,-119.491245,49.872501,60001
7-1-175,-119.491251,49.872263,60002
7-1-175,-119.491265,49.871760,60003
7-1-175,-119.491253,49.870923,60004
7-1-175,-119.491258,49.870391,60005
7-1-175,-119.491262,49.869998,60006
7-1-175,-119.491253,49.869527,60007
7-1-175,-119.491249,49.869340,60008
7-1-175,-119.491249,49.869340,70001
7-1-175,-119.491242,49.869040,70002
7-1-175,-119.491242,49.868619,70003
7-1-175,-119.491242,49.868277,70004
7-1-175,-119.491243,49.868026,70005
7-1-175,-119.491243,49.868026,80001
7-1-175,-119.491244,49.867737,80002
7-1-175,-119.491244,49.867550,80003
7-1-175,-119.491257,49.867325,80004
7-1-175,-119.491244,49.866659,80005
7-1-175,-119.491260,49.866021,80006
7-1-175,-119.491250,49.865715,80007
7-1-175,-119.491250,49.865715,90001
7-1-175,-119.491242,49.865419,90002
7-1-175,-119.491243,49.864818,90003
7-1-175,-119.491243,49.863689,90004
7-1-175,-119.491243,49.863395,90005
7-1-175,-119.491243,49.863395,100001
7-1-175,-119.491243,49.863324,100002
7-1-175,-119.491244,49.861996,100003
7-1-175,-119.490851,49.862001,100004
7-1-175,-119.490851,49.862001,110001
7-1-175,-119.489722,49.862018,110002
7-1-175,-119.488785,49.862035,110003
7-1-175,-119.488658,49.861969,110004
7-1-175,-119.488262,49.861876,110005
7-1-175,-119.486723,49.861382,110006
7-1-175,-119.486037,49.861142,110007
7-1-175,-119.485404,49.860921,110008
7-1-175,-119.484907,49.860918,110009
7-1-175,-119.484907,49.860918,120001
7-1-175,-119.484228,49.860913,120002
7-1-175,-119.483586,49.860908,120003
7-1-175,-119.480848,49.860889,120004
7-1-175,-119.479460,49.860887,120005
7-1-175,-119.479025,49.860888,120006
7-1-175,-119.479030,49.860983,120007
7-1-175,-119.479045,49.861241,120008
7-1-175,-119.479331,49.861240,120009
7-1-175,-119.479331,49.861240,130001
7-1-175,-119.479457,49.861239,130002
7-1-175,-119.479458,49.860986,130003
7-1-175,-119.480844,49.860990,130004
7-1-175,-119.483587,49.860998,130005
7-1-175,-119.484226,49.861003,130006
7-1-175,-119.485404,49.861007,130007
7-1-175,-119.486027,49.861220,130008
7-1-175,-119.486726,49.861460,130009
7-1-175,-119.488259,49.861995,130010
7-1-175,-119.488599,49.862056,130011
7-1-175,-119.488785,49.862035,130012
7-1-175,-119.489722,49.862018,130013
7-1-175,-119.491244,49.861996,130014
7-1-175,-119.491240,49.861670,130015
7-1-175,-119.491240,49.861670,140001
7-1-175,-119.491227,49.860257,140002
7-1-175,-119.491227,49.860257,150001
7-1-175,-119.491214,49.858958,150002
7-1-175,-119.491206,49.858147,150003
7-1-175,-119.491215,49.857277,150004
7-1-175,-119.491223,49.856495,150005
7-1-175,-119.491225,49.856333,150006
7-1-175,-119.491164,49.856140,150007
7-1-175,-119.491017,49.855928,150008
7-1-175,-119.490576,49.855468,150009
7-1-175,-119.490329,49.855191,150010
7-1-175,-119.489997,49.854829,150011
7-1-175,-119.489979,49.854809,150012
7-1-175,-119.489979,49.854809,160001
7-1-175,-119.489597,49.854401,160002
7-1-175,-119.487252,49.852046,160003
7-1-175,-119.487076,49.851833,160004
7-1-175,-119.486951,49.851613,160005
7-1-175,-119.486920,49.851528,160006
7-1-175,-119.486920,49.851528,170001
7-1-175,-119.486851,49.851340,170002
7-1-175,-119.486611,49.850252,170003
7-1-175,-119.486316,49.849390,170004
7-1-175,-119.486212,49.848720,170005
7-1-175,-119.486248,49.848538,170006
7-1-175,-119.486248,49.848538,180001
7-1-175,-119.486352,49.848004,180002
7-1-175,-119.486574,49.847476,180003
7-1-175,-119.486646,49.847373,180004
7-1-175,-119.486761,49.847208,180005
7-1-175,-119.487398,49.846296,180006
7-1-175,-119.487647,49.845729,180007
7-1-175,-119.487730,49.845352,180008
7-1-175,-119.487741,49.845197,180009
7-1-175,-119.487741,49.845197,190001
7-1-175,-119.487835,49.843809,190002
7-1-175,-119.487835,49.843809,200001
7-1-175,-119.487851,49.843592,200002
7-1-175,-119.487920,49.843009,200003
7-1-175,-119.487960,49.842669,200004
7-1-175,-119.487986,49.842448,200005
7-1-175,-119.488310,49.841318,200006
7-1-175,-119.488609,49.840322,200007
7-1-175,-119.488609,49.840322,210001
7-1-175,-119.488657,49.840160,210002
7-1-175,-119.488691,49.839882,210003
7-1-175,-119.488688,49.839628,210004
7-1-175,-119.487896,49.837870,210005
7-1-175,-119.487896,49.837870,220001
7-1-175,-119.487650,49.837322,220002
7-1-175,-119.487346,49.836647,220003
7-1-175,-119.487202,49.836324,220004
7-1-175,-119.486824,49.835484,220005
7-1-175,-119.486791,49.835411,220006
7-1-175,-119.485107,49.835479,220007
7-1-175,-119.484980,49.835484,220008
7-1-175,-119.484781,49.835495,220009
7-1-175,-119.484355,49.835599,220010
7-1-175,-119.484355,49.835599,230001
7-1-175,-119.483879,49.835716,230002
7-1-175,-119.482788,49.835636,230003
7-1-175,-119.482138,49.835520,230004
7-1-175,-119.481903,49.835431,230005
7-1-175,-119.481706,49.835300,230006
7-1-175,-119.481415,49.834969,230007
7-1-175,-119.481180,49.834828,230008
7-1-175,-119.480889,49.834737,230009
7-1-175,-119.480831,49.834731,230010
7-1-175,-119.480795,49.834983,230011
7-1-175,-119.480814,49.835261,230012
7-1-175,-119.480784,49.835605,230013
7-1-175,-119.480748,49.835861,230014
7-1-175,-119.480780,49.836253,230015
7-1-175,-119.480767,49.836541,230016
7-1-175,-119.480734,49.836620,230017
7-1-176,-119.494845,49.887214,10001
7-1-176,-119.495074,49.887252,10002
7-1-176,-119.495063,49.886326,10003
7-1-176,-119.495050,49.885368,10004
7-1-176,-119.496622,49.885366,10005
7-1-176,-119.496618,49.884795,10006
7-1-176,-119.496618,49.884795,20001
7-1-176,-119.496616,49.884503,20002
7-1-176,-119.496578,49.884348,20003
7-1-176,-119.496616,49.884233,20004
7-1-176,-119.496383,49.883609,20005
7-1-176,-119.496324,49.883515,20006
7-1-176,-119.495615,49.882677,20007
7-1-176,-119.495535,49.882594,20008
7-1-176,-119.495455,49.882512,20009
7-1-176,-119.495231,49.882281,20010
7-1-176,-119.495141,49.882107,20011
7-1-176,-119.495058,49.882026,20012
7-1-176,-119.495060,49.881914,20013
7-1-176,-119.495060,49.881662,20014
7-1-176,-119.495060,49.881662,30001
7-1-176,-119.495057,49.880987,30002
7-1-176,-119.494955,49.880693,30003
7-1-176,-119.494890,49.880626,30004
7-1-176,-119.494735,49.880468,30005
7-1-176,-119.493318,49.879404,30006
7-1-176,-119.492884,49.879078,30007
7-1-176,-119.492884,49.879078,40001
7-1-176,-119.491879,49.878325,40002
7-1-176,-119.491686,49.878173,40003
7-1-176,-119.491549,49.877930,40004
7-1-176,-119.491409,49.877248,40005
7-1-176,-119.491257,49.876324,40006
7-1-176,-119.491256,49.875428,40007
7-1-176,-119.491246,49.874517,40008
7-1-176,-119.491244,49.873982,40009
7-1-176,-119.491244,49.873982,50001
7-1-176,-119.491243,49.873609,50002
7-1-176,-119.491236,49.872810,50003
7-1-176,-119.491245,49.872501,50004
7-1-176,-119.491245,49.872501,60001
7-1-176,-119.491251,49.872263,60002
7-1-176,-119.491265,49.871760,60003
7-1-176,-119.491253,49.870923,60004
7-1-176,-119.491258,49.870391,60005
7-1-176,-119.491262,49.869998,60006
7-1-176,-119.491253,49.869527,60007
7-1-176,-119.491249,49.869340,60008
7-1-176,-119.491249,49.869340,70001
7-1-176,-119.491242,49.869040,70002
7-1-176,-119.491242,49.868619,70003
7-1-176,-119.491242,49.868277,70004
7-1-176,-119.491243,49.868026,70005
7-1-176,-119.491243,49.868026,80001
7-1-176,-119.491244,49.867737,80002
7-1-176,-119.491244,49.867550,80003
7-1-176,-119.491257,49.867325,80004
7-1-176,-119.491244,49.866659,80005
7-1-176,-119.491260,49.866021,80006
7-1-176,-119.491250,49.865715,80007
7-1-176,-119.491250,49.865715,90001
7-1-176,-119.491242,49.865419,90002
7-1-176,-119.491243,49.864818,90003
7-1-176,-119.491243,49.863689,90004
7-1-176,-119.491243,49.863395,90005
7-1-176,-119.491243,49.863395,100001
7-1-176,-119.491243,49.863324,100002
7-1-176,-119.491244,49.861996,100003
7-1-176,-119.490851,49.862001,100004
7-1-176,-119.490851,49.862001,110001
7-1-176,-119.489722,49.862018,110002
7-1-176,-119.488785,49.862035,110003
7-1-176,-119.488658,49.861969,110004
7-1-176,-119.488262,49.861876,110005
7-1-176,-119.486723,49.861382,110006
7-1-176,-119.486037,49.861142,110007
7-1-176,-119.485404,49.860921,110008
7-1-176,-119.484907,49.860918,110009
7-1-176,-119.484907,49.860918,120001
7-1-176,-119.484228,49.860913,120002
7-1-176,-119.483586,49.860908,120003
7-1-176,-119.480848,49.860889,120004
7-1-176,-119.479460,49.860887,120005
7-1-176,-119.479025,49.860888,120006
7-1-176,-119.479030,49.860983,120007
7-1-176,-119.479045,49.861241,120008
7-1-176,-119.479331,49.861240,120009
7-2-33,-119.494322,49.887195,10001
7-2-33,-119.494729,49.887194,10002
7-2-33,-119.495074,49.887252,10003
7-2-33,-119.495073,49.887381,10004
7-2-33,-119.496624,49.887376,10005
7-2-33,-119.496629,49.888698,10006
7-2-33,-119.496630,49.889015,10007
7-2-33,-119.496631,49.889233,10008
7-2-33,-119.496631,49.889233,20001
7-2-33,-119.496631,49.889904,20002
7-2-33,-119.496624,49.891596,20003
7-2-33,-119.496628,49.891832,20004
7-2-33,-119.496628,49.891832,30001
7-2-33,-119.496641,49.892535,30002
7-2-33,-119.496602,49.892809,30003
7-2-33,-119.496374,49.893153,30004
7-2-33,-119.496189,49.893300,30005
7-2-33,-119.495966,49.893418,30006
7-2-33,-119.495420,49.893553,30007
7-2-33,-119.494837,49.893589,30008
7-2-33,-119.494731,49.893589,30009
7-2-33,-119.494731,49.893589,40001
7-2-33,-119.493541,49.893592,40002
7-2-33,-119.493535,49.894138,40003
7-2-33,-119.493520,49.895458,40004
7-2-33,-119.493518,49.895812,40005
7-2-33,-119.493518,49.895812,50001
7-2-33,-119.493515,49.896146,50002
7-2-33,-119.493547,49.897571,50003
7-2-33,-119.493547,49.897600,50004
7-2-33,-119.493547,49.897636,50005
7-2-33,-119.493547,49.897991,50006
7-2-33,-119.493547,49.897991,60001
7-2-33,-119.493548,49.899035,60002
7-2-33,-119.493550,49.899498,60003
7-2-33,-119.493550,49.899573,60004
7-2-33,-119.493550,49.899573,70001
7-2-33,-119.493551,49.899893,70002
7-2-33,-119.493551,49.900010,70003
7-2-33,-119.493553,49.900414,70004
7-2-33,-119.493555,49.900550,70005
7-2-33,-119.493556,49.900818,70006
7-2-33,-119.493550,49.900959,70007
7-2-33,-119.493519,49.901066,70008
7-2-33,-119.493519,49.901066,80001
7-2-33,-119.493454,49.901300,80002
7-2-33,-119.493342,49.901703,80003
7-2-33,-119.493235,49.902042,80004
7-2-33,-119.493235,49.902042,90001
7-2-33,-119.493176,49.902227,90002
7-2-33,-119.493053,49.902618,90003
7-2-33,-119.492759,49.903533,90004
7-2-33,-119.492403,49.903533,90005
7-2-33,-119.492403,49.903533,100001
7-2-33,-119.490917,49.903533,100002
7-2-33,-119.490635,49.903533,100003
7-2-33,-119.490635,49.903533,110001
7-2-33,-119.488466,49.903527,110002
7-2-33,-119.488469,49.903114,110003
7-2-33,-119.488470,49.903031,110004
7-2-33,-119.488470,49.903031,120001
7-2-33,-119.488471,49.902916,120002
7-2-33,-119.488474,49.902610,120003
7-2-33,-119.488467,49.902169,120004
7-2-33,-119.488459,49.901707,120005
7-2-33,-119.488457,49.901280,120006
7-2-33,-119.488457,49.901191,120007
7-2-33,-119.488457,49.901191,130001
7-2-33,-119.488455,49.900804,130002
7-2-33,-119.488454,49.900334,130003
7-2-33,-119.488452,49.900011,130004
7-2-33,-119.488451,49.899881,130005
7-2-33,-119.488451,49.899444,130006
7-2-33,-119.488450,49.899274,130007
7-2-33,-119.488450,49.899274,140001
7-2-33,-119.488450,49.899208,140002
7-2-33,-119.488445,49.899065,140003
7-2-33,-119.488459,49.898600,140004
7-2-33,-119.488468,49.898285,140005
7-2-33,-119.488477,49.898011,140006
7-2-33,-119.488476,49.897663,140007
7-2-33,-119.488476,49.897577,140008
7-2-33,-119.488484,49.896444,140009
7-2-33,-119.488491,49.895678,140010
7-2-33,-119.488491,49.895678,150001
7-2-33,-119.488493,49.895456,150002
7-2-33,-119.488491,49.894481,150003
7-2-33,-119.488496,49.894047,150004
7-2-33,-119.488500,49.893601,150005
7-2-33,-119.488494,49.893210,150006
7-2-33,-119.488494,49.893210,160001
7-2-33,-119.488487,49.892650,160002
7-2-33,-119.488485,49.891744,160003
7-2-33,-119.488488,49.891663,160004
7-2-33,-119.488489,49.891169,160005
7-2-33,-119.488489,49.891021,160006
7-2-33,-119.488489,49.891021,170001
7-2-33,-119.488490,49.890214,170002
7-2-33,-119.488490,49.890038,170003
7-2-33,-119.488486,49.889773,170004
7-2-33,-119.488478,49.889363,170005
7-2-33,-119.488476,49.888972,170006
7-2-33,-119.488478,49.888389,170007
7-2-33,-119.488483,49.887347,170008
7-2-33,-119.488487,49.886317,170009
7-2-33,-119.488489,49.885844,170010
7-2-33,-119.488491,49.885636,170011
7-2-33,-119.488491,49.885636,180001
7-2-33,-119.488491,49.885377,180002
7-2-33,-119.489903,49.885375,180003
7-2-33,-119.493522,49.885371,180004
7-2-33,-119.495050,49.885368,180005
7-2-33,-119.495063,49.886326,180006
7-2-33,-119.495074,49.887252,180007
7-2-33,-119.495073,49.887381,180008
7-2-33,-119.494687,49.887444,180009
