stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding
400,103232,KLO at McCulloch,,49.85951,-119.424104,,,0,,2
401,103285,McCulloch at Hart,,49.853403,-119.416699,,,0,,2
402,103324,McCulloch at Reekie,,49.85168,-119.409954,,,0,,2
403,103348,McCulloch 3280 Block,,49.846418,-119.409904,,,0,,2
404,103406,McCulloch at June Springs,,49.840756,-119.406999,,,0,,2
405,103420,McCulloch 3530 Block,,49.840325,-119.403002,,,0,,2
406,103436,McCulloch at Spaarpak,,49.83993,-119.399007,,,0,,2
407,103458,McCulloch at McClain,,49.837911,-119.392937,,,0,,2
408,103489,McCulloch at Gallaghers Blvd,,49.837955,-119.382259,,,0,,2
409,103461,McCulloch at Lakevale,,49.837755,-119.391558,,,0,,2
410,103433,McCulloch at Spaarpak,,49.840127,-119.399666,,,0,,2
411,103419,McCulloch 3520 Block,,49.840528,-119.403681,,,0,,2
412,103399,McCulloch at June Springs,,49.841037,-119.408292,,,0,,2
413,103349,McCulloch 3280 Block,,49.84644,-119.409703,,,0,,2
414,103323,McCulloch at Reekie,,49.851977,-119.409748,,,0,,2
415,103286,McCulloch at Hart,,49.853449,-119.415969,,,0,,2
416,103231,KLO at McCulloch,,49.859708,-119.424183,,,0,,2
417,103146,KLO at Spiers,,49.860618,-119.44219,,,0,,2
418,103116,KLO at Como,,49.861047,-119.449972,,,0,,2
419,103084,KLO at Benvoulin,,49.861043,-119.458536,,,0,,2
420,103054,KLO at Saint Amand,,49.86105,-119.467047,,,0,,2
421,103042,KLO at Holland,,49.861039,-119.472745,,,0,,2
422,103040,Casorso at Lanfranco,,49.858309,-119.485527,,,0,,2
423,103039,Lanfranco at Lakeshore,,49.858134,-119.490324,,,0,,2
424,103072,Orchard Park Exchange,,49.880639,-119.442281,,,0,,2
425,103059,KLO at Saint Amand,,49.860785,-119.466834,,,0,,2
426,103193,Rutland Exchange,,49.890664,-119.392385,,,0,,2
427,103326,Dougall Rd at Shephard,,49.89262,-119.39269,,,0,,2
428,103335,Leathead at Asher,,49.895279,-119.391569,,,0,,2
429,103375,Rutland at Hardie,,49.895118,-119.387022,,,0,,2
430,103414,Hwy 33 E at Molnar,,49.888942,-119.37918,,,0,,2
431,103446,Hwy 33 E at Toovey,,49.877485,-119.368794,,,0,,2
432,103490,Hwy 33 E at Hume,,49.868728,-119.361102,,,0,,2
433,103531,Loseth at Lynrick,,49.867476,-119.354804,,,0,,2
434,103515,Loseth at Autumn,,49.866079,-119.354203,,,0,,2
435,103524,Sunrise at Loseth,,49.862198,-119.357754,,,0,,2
436,103539,Sunrise at Lynrick,,49.863169,-119.353659,,,0,,2
437,103550,Lynrick at Autumn,,49.865283,-119.350585,,,0,,2
438,103198,Lynrick at Loseth,,49.867608,-119.353362,,,0,,2
439,103538,Hwy 33 E at Oswell (EB),,49.868178,-119.350592,,,0,,2
440,103557,Black Mountain at Begley,,49.869365,-119.347167,,,0,,2
441,103554,Black Mountain at Linda,,49.870802,-119.347973,,,0,,2
442,103153,Black Mountain at Large,,49.872011,-119.348473,,,0,,2
443,103526,Large at St Clare,,49.871898,-119.353768,,,0,,2
444,103521,Loseth at Feedham,,49.869216,-119.355411,,,0,,2
445,103501,Hwy 33 E at Traut,,49.869029,-119.362989,,,0,,2
446,103448,Hwy 33 E at Toovey,,49.878837,-119.369306,,,0,,2
447,103477,Hwy 33 E at Langford,,49.889099,-119.378996,,,0,,2
448,103482,Hwy 33 E at Sadler,,49.889037,-119.385844,,,0,,2
449,103192,Hwy 33 E at Rutland Rd,,49.889114,-119.387728,,,0,,2
450,103021,Mission Rec Exchange,,49.837086,-119.480457,,,0,,2
451,103257,Gordon at Welke,,49.831492,-119.483343,,,0,,2
452,103817,Gordon at Young,,49.828434,-119.483365,,,0,,2
453,103305,Gordon at Balsam,,49.825028,-119.483293,,,0,,2
454,103316,Dehart at Gordon,,49.822903,-119.482495,,,0,,2
455,103298,Dehart at Bartholomew,,49.826462,-119.476191,,,0,,2
456,103295,Crawford at Dehart,,49.828723,-119.46437,,,0,,2
457,103368,Crawford 1230 Block,,49.820218,-119.466928,,,0,,2
458,103401,Westridge at Crawford,,49.817365,-119.463839,,,0,,2
459,103423,Westridge at Blueridge,,49.813662,-119.465285,,,0,,2
460,103441,Westridge at Appleridge,,49.810851,-119.463123,,,0,,2
461,103444,Westridge at Westridge Ct.,,49.809055,-119.461363,,,0,,2
462,103464,Parkridge at Westridge,,49.807642,-119.455922,,,0,,2
463,103470,Parkridge at Woodridge,,49.809489,-119.456228,,,0,,2
464,103440,Parkridge at Appleridge,,49.812257,-119.456911,,,0,,2
465,103424,Parkridge at Mission Ridge,,49.815026,-119.457974,,,0,,2
466,104914,Crawford 1240 Block,,49.820415,-119.466778,,,0,,2
467,103294,Crawford at Dehart,,49.82868,-119.464161,,,0,,2
468,103293,Dehart at Bartholomew,,49.826568,-119.476277,,,0,,2
469,103818,Gordon at Tozer,,49.824264,-119.483043,,,0,,2
470,103816,Gordon at Young,,49.828929,-119.483105,,,0,,2
471,103815,Gordon at Old Meadows,,49.832381,-119.483105,,,0,,2
472,103022,Mission Rec Exchange,,49.836917,-119.480506,,,0,,2
473,103802,Lakeshore at Old Meadows,,49.832564,-119.487344,,,0,,2
474,103803,Lakeshore at Simeon,,49.828395,-119.488805,,,0,,2
475,103804,Lakeshore at Willms,,49.826054,-119.488838,,,0,,2
476,103319,Lakeshore at Dehart,,49.822535,-119.488941,,,0,,2
477,103340,Lakeshore at Eldorado,,49.82055,-119.491341,,,0,,2
478,103355,Lakeshore at Keith,,49.818293,-119.493994,,,0,,2
479,103432,Chute Lake at Barnaby,,49.809682,-119.49825,,,0,,2
480,103445,Chute Lake at Winery,,49.805968,-119.499583,,,0,,2
481,103806,Chute Lake at Chute Lake Cresent,,49.801792,-119.49817,,,0,,2
482,103808,Chute Lake at South Crest,,49.798376,-119.499105,,,0,,2
483,103810,Chute Lake 5160 Block,,49.795713,-119.502598,,,0,,2
484,103811,Chute Lake at Lark,,49.795388,-119.508634,,,0,,2
485,103520,Quilchena at Providence,,49.796658,-119.51163,,,0,,2
486,103523,Quilchena at Thalia,,49.796228,-119.514825,,,0,,2
487,103533,Quilchena 370 Block,,49.795054,-119.518686,,,0,,2
488,103540,Quilchena at Raven,,49.793962,-119.520991,,,0,,2
489,103562,Quilchena at Providence,,49.791274,-119.521882,,,0,,2
490,103814,Chute Lake at Farron,,49.789321,-119.517954,,,0,,2
491,103813,Chute Lake at Lakepointe,,49.790987,-119.51394,,,0,,2
492,103812,Chute Lake at Hedeman,,49.79458,-119.510645,,,0,,2
493,103522,Chute Lake 5150 Block,,49.795586,-119.50219,,,0,,2
494,103809,Chute Lake at South Crest,,49.798863,-119.498774,,,0,,2
495,103807,Chute Lake at Chute Lake Cresent,,49.801875,-119.497815,,,0,,2
496,103805,Chute Lake at Barnaby,,49.809916,-119.497759,,,0,,2
497,103347,Lakeshore at Keith,,49.818795,-119.493094,,,0,,2
498,103337,Lakeshore at Eldorado,,49.820534,-119.491028,,,0,,2
499,103317,Lakeshore at Dehart,,49.822175,-119.488896,,,0,,2
500,103290,Lakeshore at Willms,,49.825965,-119.488637,,,0,,2
501,103272,Lakeshore at Simeon,,49.828278,-119.488617,,,0,,2
502,103248,Lakeshore at Old Meadows,,49.831965,-119.487765,,,0,,2
503,103325,Gordon at Dehart,,49.822185,-119.483285,,,0,,2
504,103821,Gordon at Raymer,,49.818865,-119.48324,,,0,,2
505,103825,Gordon at McClure,,49.815363,-119.483177,,,0,,2
506,103826,Gordon at Buck,,49.813672,-119.483192,,,0,,2
507,103827,Gordon at Paret,,49.810943,-119.477958,,,0,,2
508,103829,Gordon 870 Block,,49.809641,-119.471665,,,0,,2
509,103176,Arborview at Steele,,49.805908,-119.473049,,,0,,2
510,103177,Gordon at Powerline Park,,49.805314,-119.476309,,,0,,2
511,103187,Gordon at Frost,,49.803729,-119.476941,,,0,,2
512,103191,South Ridge at Frost,,49.803393,-119.482616,,,0,,2
513,103451,Arbor View at Windsong,,49.805735,-119.481243,,,0,,2
514,103833,Arbor View at Windsong,,49.806094,-119.477386,,,0,,2
515,103439,Gordon 870 Block,,49.809905,-119.472002,,,0,,2
516,103828,Gordon at Paret,,49.811059,-119.477785,,,0,,2
517,103408,Gordon at Buck,,49.813639,-119.482891,,,0,,2
518,103824,Gordon at McClure,,49.816117,-119.482952,,,0,,2
519,103820,Gordon at Raymer,,49.819715,-119.482991,,,0,,2
520,140161,Arbor View at Steele,,49.806439,-119.47272,,,0,,2
521,103132,Cross at Glenmore,,49.923445,-119.440066,,,0,,2
522,103206,Snowsell at Cross,,49.924458,-119.441725,,,0,,2
523,103226,Snowsell at Porthill,,49.927193,-119.439019,,,0,,2
524,103236,Union at Wyndham,,49.927786,-119.437138,,,0,,2
525,102857,Queensway Exchange,,49.887363,-119.493929,,,0,,2
526,103003,Glenmore at Bernard,,49.889047,-119.454197,,,0,,2
527,103008,Glenmore at Highland Dr,,49.894068,-119.454154,,,0,,2
528,103026,Glenmore at Mountain,,49.896786,-119.45408,,,0,,2
529,103140,Kane at Drysdale,,49.91524,-119.443902,,,0,,2
530,103203,Valley at Cross,,49.919185,-119.434744,,,0,,2
531,103224,Valley at Drysdale,,49.923136,-119.432961,,,0,,2
532,103243,Union at Valley Rd,,49.925397,-119.432029,,,0,,2
533,103035,Glenmore at High,,49.899961,-119.454414,,,0,,2
534,103013,Glenmore at Mountain,,49.895917,-119.454562,,,0,,2
535,103007,Glenmore at Highland Dr,,49.894025,-119.454602,,,0,,2
536,103000,Glenmore at Dilworth,,49.88976,-119.454603,,,0,,2
537,140005,Westbank Exchange,,49.829331,-119.631117,,,0,,2
538,103596,Dobbin at Old Okanagan,,49.828637,-119.624752,,,0,,2
539,103581,Gellatly at Carrington,,49.829418,-119.62112,,,0,,2
540,103580,Gellatly at Witt,,49.827317,-119.618766,,,0,,2
541,103586,Boucherie at Gellatly,,49.823792,-119.615841,,,0,,2
542,103065,Boucherie at Carrall,,49.825077,-119.609494,,,0,,2
543,103529,Boucherie 2040 Block,,49.826234,-119.60474,,,0,,2
544,103519,Boucherie 2030 Block,,49.826647,-119.602017,,,0,,2
545,103500,Old Boucherie at Boucherie,,49.827668,-119.598752,,,0,,2
546,103492,Old Boucherie 1950 Block,,49.827703,-119.597022,,,0,,2
547,103484,Old Boucherie at Hitchner,,49.827734,-119.592997,,,0,,2
548,103467,Old Boucherie at Pritchard,,49.827789,-119.589255,,,0,,2
549,103452,Boucherie at Pritchard,,49.830882,-119.588193,,,0,,2
550,103418,Boucherie at Green Bay,,49.834747,-119.579462,,,0,,2
551,103351,Boucherie at Mission Hill,,49.840131,-119.573606,,,0,,2
552,103302,Boucherie at Sunnyside,,49.843882,-119.565455,,,0,,2
553,103266,Boucherie at Gregory,,49.846778,-119.560239,,,0,,2
554,103239,Boucherie at Montigny,,49.848947,-119.557071,,,0,,2
555,103217,Ogden at Boucherie,,49.852882,-119.555645,,,0,,2
556,103195,Thacker at Beverly,,49.85254,-119.547834,,,0,,2
557,103181,Thacker at Collens Hill,,49.853831,-119.545704,,,0,,2
558,103160,Thacker at Douglas,,49.856385,-119.545412,,,0,,2
559,103135,Anders at Thacker,,49.860043,-119.545738,,,0,,2
560,103164,Anders at Olalla,,49.860326,-119.551986,,,0,,2
561,103183,Hudson at Boucherie,,49.862485,-119.556891,,,0,,2
562,140065,Hudson at Concord,,49.862684,-119.562907,,,0,,2
563,103220,Alhambra at Brentwood,,49.862031,-119.566978,,,0,,2
564,103234,Brentwood at Denny,,49.861275,-119.569258,,,0,,2
565,103249,Brentwood at Applewood,,49.861458,-119.572556,,,0,,2
566,140009,Boucherie Mountain Exchange,,49.862094,-119.58511,,,0,,2
567,103299,Ross at Cameron,,49.860749,-119.583017,,,0,,2
568,103282,Ross at Applegreen,,49.860722,-119.580118,,,0,,2
569,103261,Brentwood at Vista,,49.861359,-119.575227,,,0,,2
570,103254,Brentwood at Applewood,,49.861339,-119.572589,,,0,,2
571,103233,Brentwood at Denny,,49.861174,-119.569309,,,0,,2
572,103219,Alhambra at Brentwood,,49.862007,-119.566777,,,0,,2
573,140066,Hudson at Westlake,,49.862631,-119.563892,,,0,,2
574,103180,Hudson at Boucherie,,49.862348,-119.556499,,,0,,2
575,103163,Anders at Olalla,,49.860124,-119.550637,,,0,,2
576,103134,Anders at Thacker,,49.859909,-119.545448,,,0,,2
577,103167,Thacker at Douglas,,49.855785,-119.545656,,,0,,2
578,103182,Thacker at Collens Hill,,49.853826,-119.54587,,,0,,2
579,103197,Thacker at Beverly,,49.852702,-119.54855,,,0,,2
580,103216,Ogden at Boucherie,,49.853021,-119.555717,,,0,,2
581,103244,Boucherie at Montigny,,49.848724,-119.557592,,,0,,2
582,103268,Boucherie at Gregory,,49.846492,-119.561022,,,0,,2
583,103306,Boucherie at Sunnyside,,49.843678,-119.566108,,,0,,2
584,103359,Boucherie at Mission Hill,,49.839745,-119.574077,,,0,,2
585,103417,Boucherie at Green Bay,,49.835005,-119.579299,,,0,,2
586,103460,Boucherie at Pritchard,,49.830583,-119.58906,,,0,,2
587,103474,Old Boucherie at Pritchard,,49.827908,-119.589945,,,0,,2
588,103486,Old Boucherie at Hitchner,,49.827861,-119.593579,,,0,,2
589,103491,Old Boucherie 1950 Block,,49.827813,-119.596997,,,0,,2
590,103510,Boucherie 2070 Block,,49.827688,-119.600225,,,0,,2
591,103518,Boucherie 2030 Block,,49.826773,-119.602108,,,0,,2
592,103532,Boucherie 2040 Block,,49.82619,-119.605262,,,0,,2
593,103553,Boucherie at Carrall,,49.825236,-119.609474,,,0,,2
594,103566,Boucherie at Carrall,,49.824763,-119.61268,,,0,,2
595,103590,Boucherie at Gellatly,,49.823769,-119.616587,,,0,,2
596,103587,Gellatly at Angus,,49.824921,-119.617676,,,0,,2
597,103582,Gellatly at Witt,,49.827575,-119.618995,,,0,,2
598,103579,Gellatly at Carrington,,49.829152,-119.620615,,,0,,2
599,103597,Main at Hoskins,,49.829678,-119.626288,,,0,,2
600,140006,Westbank Exchange,,49.82875,-119.630792,,,0,,2
601,103608,Lower Glenrosa at Paynter,,49.829714,-119.635663,,,0,,2
602,103621,Lower Glenrosa at Glenway,,49.826582,-119.646794,,,0,,2
603,103632,Lower Glenrosa at Glen,,49.825004,-119.650733,,,0,,2
604,103630,Lower Glenrosa at Glenford,,49.828216,-119.652865,,,0,,2
605,103627,Webber at Salloum,,49.829946,-119.653219,,,0,,2
606,103623,Webber at Scottstown,,49.83289,-119.653237,,,0,,2
607,103617,Webber at Aberdeen,,49.835379,-119.653262,,,0,,2
608,103616,Webber at Gorman,,49.837051,-119.653275,,,0,,2
609,103614,Webber at Dunbarton,,49.83894,-119.653313,,,0,,2
610,103615,Webber at McAllister,,49.840961,-119.655439,,,0,,2
611,103618,Webber at McRae,,49.843041,-119.659006,,,0,,2
612,103622,Webber at McGregor,,49.845421,-119.661728,,,0,,2
613,103624,McNair at Webber,,49.847166,-119.663504,,,0,,2
614,103629,McIver at McRobbie,,49.846687,-119.665797,,,0,,2
615,103626,McIver at McBain,,49.843758,-119.663674,,,0,,2
616,103625,McIver at McRae,,49.841965,-119.661999,,,0,,2
617,103628,McIver at McTaggart,,49.839649,-119.660963,,,0,,2
618,103634,McIver at Glenrosa,,49.834342,-119.659859,,,0,,2
619,103640,Glenrosa at Parkhurst,,49.836535,-119.663346,,,0,,2
620,103642,McGinnis at Liard,,49.838946,-119.666323,,,0,,2
621,103633,McGinnis at McGee,,49.84224,-119.664876,,,0,,2
622,103631,McLeod at McGinnis,,49.843999,-119.66539,,,0,,2
623,103636,McLeod at McCoy,,49.845943,-119.667786,,,0,,2
624,103638,McLeod at Blue Jay,,49.84748,-119.669306,,,0,,2
625,103641,Canary at Blue Jay,,49.848702,-119.671692,,,0,,2
626,103646,Oriole at Canary,,49.847523,-119.67319,,,0,,2
627,103648,Salmon at Oriole,,49.845664,-119.67291,,,0,,2
628,103644,Gates at McMurchie,,49.844691,-119.670194,,,0,,2
629,103647,Gates at McPherson,,49.842001,-119.670234,,,0,,2
630,103649,Gates at Glenrosa,,49.840894,-119.670245,,,0,,2
631,103645,Glenrosa at Rosedale,,49.838199,-119.667391,,,0,,2
632,103639,Glenrosa at McIver,,49.834625,-119.661884,,,0,,2
633,103637,Glenrosa at Glen Abbey,,49.83201,-119.658657,,,0,,2
634,103635,Glenrosa 2940 Block,,49.830329,-119.656306,,,0,,2
635,103643,Glenrosa at Dunfield,,49.824229,-119.653862,,,0,,2
636,103702,Princeton at Lakeview,,49.769934,-119.742624,,,0,,2
637,103704,Princeton at Columbia,,49.768513,-119.745773,,,0,,2
638,103705,Princeton at Somerset,,49.766682,-119.748252,,,0,,2
639,103708,Princeton at Lipsett,,49.764657,-119.751737,,,0,,2
640,103710,Princeton at Ellison,,49.762388,-119.757133,,,0,,2
641,103712,Princeton at Turner,,49.759621,-119.761612,,,0,,2
642,103714,Princeton at Whinton,,49.756878,-119.763989,,,0,,2
643,103716,Princeton at Vernon,,49.755062,-119.766993,,,0,,2
644,103717,Princeton 5000 Block,,49.753777,-119.771651,,,0,,2
645,103719,Princeton at Forest Hill,,49.752414,-119.778416,,,0,,2
646,103721,Princeton at Pineridge,,49.752133,-119.783572,,,0,,2
647,103844,Princeton at Pierce,,49.753158,-119.790038,,,0,,2
648,103723,Princeton at Bradbury,,49.751924,-119.787646,,,0,,2
649,103722,Princeton at Pineridge,,49.752,-119.783545,,,0,,2
650,103720,Princeton at Keyes,,49.752294,-119.778558,,,0,,2
651,103718,Princeton 5000 Block,,49.753643,-119.771485,,,0,,2
652,103715,Princeton at Vernon,,49.755119,-119.766365,,,0,,2
653,103713,Princeton at Whinton,,49.757002,-119.763564,,,0,,2
654,103711,Princeton at Turner,,49.759468,-119.760764,,,0,,2
655,103709,Princeton at Gummow,,49.762583,-119.754717,,,0,,2
656,103707,Princeton at Lipsett,,49.764707,-119.751428,,,0,,2
657,103706,Princeton at Somerset,,49.766239,-119.748663,,,0,,2
658,103703,Princeton at Princess,,49.768789,-119.74464,,,0,,2
659,103700,Beach at Highway 97,,49.770983,-119.738936,,,0,,2
660,103699,Beach at 4th St,,49.774295,-119.735277,,,0,,2
661,103696,Beach at 5th St,,49.77537,-119.73464,,,0,,2
662,103695,Beach at 6th St,,49.776371,-119.734211,,,0,,2
663,103692,Beach at 11th St,,49.781202,-119.731116,,,0,,2
664,104912,Beach at 12th St,,49.781823,-119.726075,,,0,,2
665,103690,13th St at Lake,,49.782699,-119.723101,,,0,,2
666,103675,Buchanan at Hwy 97 S,,49.789104,-119.707431,,,0,,2
667,103671,Buchanan at Beach Avenue,,49.792418,-119.702556,,,0,,2
668,103667,Buchanan at Burden,,49.794582,-119.699329,,,0,,2
669,103686,Peachland Village Centre,,49.784704,-119.717975,,,0,,2
670,103665,Huston at Huston,,49.795643,-119.698385,,,0,,2
671,103669,Huston at Shaw,,49.794779,-119.701406,,,0,,2
672,103672,Huston at Lang,,49.792475,-119.705449,,,0,,2
673,103682,Trepanier Bench at Desert Pines,,49.786359,-119.710771,,,0,,2
674,103689,13th St at Lake,,49.782642,-119.723326,,,0,,2
675,103691,Beach at 11th St,,49.781917,-119.729107,,,0,,2
676,103693,Beach at 8th St,,49.780514,-119.732036,,,0,,2
677,103694,Beach at 6th St,,49.77759,-119.733789,,,0,,2
678,103697,Beach at 5th St,,49.77528,-119.734961,,,0,,2
679,103698,Beach at 4th St,,49.774509,-119.735437,,,0,,2
680,103701,Beach at Highway 97,,49.77048,-119.73971,,,0,,2
681,103472,Main at Grant,,50.027302,-119.403414,,,0,,2
682,103661,Bottom Wood Lake at George Elliott,,50.031059,-119.401909,,,0,,2
683,103663,Lodge at Bottom Wood Lake,,50.034615,-119.400961,,,0,,2
684,103664,Lodge at Meadow,,50.034645,-119.395356,,,0,,2
685,103666,Lodge 3580 Block,,50.034656,-119.393348,,,0,,2
686,103673,Lodge at Quail,,50.040676,-119.391908,,,0,,2
687,103676,Lodge at Sherman,,50.042989,-119.391357,,,0,,2
688,103678,Lodge 11200 Block,,50.045133,-119.390832,,,0,,2
689,103684,Woodsdale at Lodge,,50.049365,-119.39096,,,0,,2
690,103683,Woodsdale at Reiswig,,50.049341,-119.397673,,,0,,2
691,103681,Woodsdale at Bottom Wood Lake,,50.049339,-119.402667,,,0,,2
692,103679,Woodsdale at Turtle Bay,,50.049335,-119.407736,,,0,,2
693,103685,Oceola at Pretty (NB),,50.05469,-119.411244,,,0,,2
694,103688,Okanagan Centre at Oceola,,50.060042,-119.418691,,,0,,2
695,103677,Okanagan Centre at Davidson,,50.050028,-119.419128,,,0,,2
696,103674,Okanagan Centre 11330 Block,,50.04746,-119.418336,,,0,,2
697,103670,Okanagan Centre at Williams,,50.044057,-119.41677,,,0,,2
698,103668,Okanagan Centre at Seaton,,50.041273,-119.414525,,,0,,2
699,103662,Okanagan Centre at Camp,,50.035858,-119.411562,,,0,,2
700,103659,Okanagan Centre at Berry,,50.030786,-119.410336,,,0,,2
701,103660,Berry at Bottom Wood Lake,,50.029497,-119.402772,,,0,,2
702,103657,Hwy 97 at Pollard,,50.02627,-119.40536,,,0,,2
703,103655,Hwy 97 at Okanagan Centre,,50.021783,-119.406769,,,0,,2
704,103652,Hwy 97 at Commonwealth,,50.00711,-119.403201,,,0,,2
705,103609,6250 Blk Airport Way,,49.969763,-119.38377,,,0,,2
706,103607,Airport Way at Lapointe Drive,,49.964185,-119.381893,,,0,,2
707,103574,Airport Way 5680 Block,,49.955711,-119.38164,,,0,,2
708,103656,Kelowna Airport,,49.952067,-119.38334,,,0,,2
709,104915,Airport Way at Hwy 97,,49.952105,-119.388446,,,0,,2
710,103847,Innovation at Fleet,,49.95015,-119.389815,,,0,,2
711,140103,UBCO Exchange,,49.939348,-119.393726,,,0,,2
712,103846,Innovation at Fleet,,49.949521,-119.38963,,,0,,2
713,104916,Innovation at Airport Way,,49.951647,-119.389576,,,0,,2
714,103680,Kelowna Airport,,49.952111,-119.383079,,,0,,2
715,103569,Airport Way 5610 Block,,49.955849,-119.381414,,,0,,2
716,103604,Airport Way at Lapointe Drive,,49.964145,-119.381675,,,0,,2
717,103610,6240 Blk Airport Way,,49.969502,-119.383393,,,0,,2
718,103611,Hwy 97 at Old Vernon,,49.970782,-119.385689,,,0,,2
719,103650,Hwy 97 at Parkinson,,50.000744,-119.402788,,,0,,2
720,103653,Hwy 97 at Commonwealth,,50.008331,-119.402754,,,0,,2
721,103654,Hwy 97 at Beaver Lake,,50.020814,-119.40617,,,0,,2
722,103658,Main at Windfield,,50.023517,-119.404179,,,0,,2
723,140001,Woodsdale at Bottom Wood Lake,,50.049344,-119.404001,,,0,,2
724,103619,Old Vernon at Spencer,,49.970359,-119.370699,,,0,,2
725,103613,Old Vernon at Teather,,49.960966,-119.368982,,,0,,2
726,103599,Old Vernon at Black,,49.951123,-119.368855,,,0,,2
727,103577,Old Vernon at Bulman,,49.94079,-119.364547,,,0,,2
728,103564,Old Vernon 3660 Block,,49.937535,-119.364228,,,0,,2
729,103547,Old Vernon at Scotty Creek,,49.933218,-119.364262,,,0,,2
730,103503,Old Vernon at McKenzie,,49.919618,-119.364327,,,0,,2
731,103478,Old Vernon at Morrison,,49.918208,-119.370117,,,0,,2
732,140098,UBCO Exchange,,49.939929,-119.394638,,,0,,2
733,103425,Old Vernon at Acland,,49.918048,-119.382879,,,0,,2
734,103480,Old Vernon at Morrison,,49.918071,-119.369456,,,0,,2
735,103506,Old Vernon at McKenzie,,49.91962,-119.364073,,,0,,2
736,103548,Old Vernon at Scotty Creek,,49.933012,-119.364054,,,0,,2
737,103561,Old Vernon 3600 Block,,49.93716,-119.364022,,,0,,2
738,103576,Old Vernon at Bulman,,49.940426,-119.364035,,,0,,2
739,103600,Old Vernon at Black,,49.951133,-119.36867,,,0,,2
740,104913,Old Vernon at Teather,,49.961447,-119.36875,,,0,,2
741,103620,Old Vernon at Spencer,,49.970513,-119.370675,,,0,,2
742,103595,Old Okanagan at Drought,,49.830136,-119.625289,,,0,,2
743,103584,Old Okanagan 3590 Block,,49.833436,-119.625314,,,0,,2
744,103563,Old Okanagan at Butt,,49.837115,-119.625331,,,0,,2
745,103551,Old Okanagan at Chieftain,,49.840287,-119.625411,,,0,,2
746,103541,Old Okanagan 3330 Block,,49.842447,-119.625416,,,0,,2
747,103516,Shannon Lake at Old Okanagan Hwy,,49.846219,-119.62234,,,0,,2
748,103493,Shannon Lake at Shannon Way,,49.849555,-119.619826,,,0,,2
749,103476,Shannon Ridge at Shannon Lake,,49.852609,-119.617334,,,0,,2
750,103471,Woodstock at Shannon,,49.850821,-119.614949,,,0,,2
751,103469,Woodstock at Sandstone Dr,,49.849628,-119.613768,,,0,,2
752,103481,Shannon Way at Westville,,49.849038,-119.61561,,,0,,2
753,103495,Shannon Lake at Shannon Way,,49.849456,-119.620198,,,0,,2
754,103513,Shannon Lake at Old Okanagan Hwy,,49.846515,-119.622228,,,0,,2
755,103528,Old Okanagan at Shannon Lake,,49.844878,-119.623823,,,0,,2
756,103502,Old Okanagan at Bayview,,49.843471,-119.617341,,,0,,2
757,103473,Old Okanagan at Old Raven,,49.844757,-119.609848,,,0,,2
758,103459,Old Okanagan at Louie,,49.845501,-119.606395,,,0,,2
759,103434,Old Okanagan at Shamrock,,49.849151,-119.601061,,,0,,2
760,103393,Old Okanagan at Daimler,,49.856035,-119.596514,,,0,,2
761,103379,Ross at Daimler,,49.856235,-119.593859,,,0,,2
762,103329,Ross at Bartley,,49.860147,-119.589572,,,0,,2
763,140010,Boucherie Mountain Exchange,,49.861538,-119.585188,,,0,,2
764,103265,Ross at Brentwood,,49.861228,-119.576052,,,0,,2
765,103279,Ross at Applegreen,,49.860873,-119.580096,,,0,,2
766,103301,Ross at Riffington,,49.860895,-119.583695,,,0,,2
767,103328,Ross at Bartley,,49.860203,-119.589712,,,0,,2
768,103381,Ross at Daimler,,49.856218,-119.594034,,,0,,2
769,103395,Old Okanagan at Daimler,,49.856046,-119.596786,,,0,,2
770,103435,Old Okanagan at Shamrock,,49.849244,-119.601161,,,0,,2
771,103462,Old Okanagan at Louie,,49.845484,-119.607281,,,0,,2
772,104911,Old Okanagan at Skyview,,49.844917,-119.609467,,,0,,2
773,103505,Old Okanagan at Bayview,,49.843626,-119.617363,,,0,,2
774,103542,Old Okanagan 3340 Block,,49.842364,-119.625592,,,0,,2
775,103552,Old Okanagan at Chieftain,,49.840198,-119.625603,,,0,,2
776,103556,Old Okanagan at Quince,,49.838299,-119.625588,,,0,,2
777,103565,Old Okanagan at Butt,,49.836544,-119.62557,,,0,,2
778,103575,Old Okanagan at Bering,,49.834197,-119.625524,,,0,,2
779,103593,Old Okanagan at Drought,,49.830672,-119.625474,,,0,,2
780,140170,Shannon Way at Westville,,49.848883,-119.615411,,,0,,2
781,140193,Woodstock at Sandstone,,49.850253,-119.613678,,,0,,2
782,103475,Woodstock at Shannon Place,,49.850925,-119.614868,,,0,,2
783,140194,Shannon Ridge at Ridge Place,,49.853262,-119.613837,,,0,,2
784,140195,Shannon Ridge at Shannon Green Court,,49.854672,-119.611298,,,0,,2
785,140177,Shannon Ridge.2179 Block,,49.855803,-119.605362,,,0,,2
786,140179,Auburn.2886 Block,,49.855492,-119.600467,,,0,,2
787,140168,Daimler at Auburn,,49.857701,-119.599556,,,0,,2
788,103311,Ross at Westgate,,49.860764,-119.585935,,,0,,2
789,140209,Daimler at Auburn,,49.857827,-119.599302,,,0,,2
790,140199,Auburn at Shelby,,49.856392,-119.600909,,,0,,2
791,140200,Auburn at Shannon Ridge,,49.854798,-119.60094,,,0,,2
