stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding
92,103101,Dilworth at Enterprise,,49.884382,-119.437852,,,0,,2
93,103092,Enterprise at Dilworth,,49.883316,-119.43862,,,0,,2
94,102860,Queensway Exchange,,49.88726,-119.494602,,,0,,2
95,140044,Ellis at Doyle,,49.890383,-119.493404,,,0,,2
96,140018,Ellis at Clement,,49.893181,-119.493396,,,0,,2
97,140019,Clement at Richter,,49.893488,-119.487941,,,0,,2
98,140020,Clement at Ethel,,49.893467,-119.482296,,,0,,2
99,140021,Gordon at Coronation,,49.892379,-119.477131,,,0,,2
100,140022,Gordon at Bernard,,49.886779,-119.477164,,,0,,2
101,140023,Gordon at Laurier,,49.882371,-119.477219,,,0,,2
102,102939,Gordon at Springfield,,49.876463,-119.477271,,,0,,2
103,102958,Gordon at Guisachan,,49.872439,-119.47614,,,0,,2
104,102978,Gordon at Cameron,,49.86987,-119.474791,,,0,,2
105,103006,Gordon at Raymer,,49.864562,-119.474466,,,0,,2
106,140024,Gordon at KLO,,49.860216,-119.474513,,,0,,2
107,140025,Gordon at Lanfranco,,49.857063,-119.474585,,,0,,2
108,140026,Gordon at Casorso,,49.850557,-119.476978,,,0,,2
109,140027,Gordon at Cook,,49.845169,-119.480603,,,0,,2
110,140012,Gordon at Lexington,,49.839336,-119.482447,,,0,,2
111,140028,Gordon at Lexington,,49.83991,-119.482082,,,0,,2
112,140029,Gordon at Cook,,49.845721,-119.479876,,,0,,2
113,140030,Gordon at Casorso,,49.851242,-119.476153,,,0,,2
114,140031,Gordon at Bothe,,49.85768,-119.474219,,,0,,2
115,140032,Gordon at KLO,,49.860177,-119.474164,,,0,,2
116,140033,Gordon at Raymer,,49.865329,-119.4741,,,0,,2
117,140034,Gordon at Cameron,,49.870559,-119.474763,,,0,,2
118,140035,Gordon at Guisachan,,49.873192,-119.476146,,,0,,2
119,140036,Gordon at Springfield,,49.87724,-119.476939,,,0,,2
120,140037,Gordon at Harvey,,49.882587,-119.476881,,,0,,2
121,140038,Gordon at Bernard,,49.886885,-119.476835,,,0,,2
122,140039,Gordon at Cawston,,49.891852,-119.476877,,,0,,2
123,140040,Clement at Ethel,,49.893617,-119.483303,,,0,,2
124,140041,Clement at Richter,,49.89365,-119.488889,,,0,,2
125,140042,Ellis at Clement,,49.893153,-119.493617,,,0,,2
126,140057,Ellis 1300 Block,,49.889823,-119.49363,,,0,,2
127,102856,Queensway Exchange,,49.887365,-119.494192,,,0,,2
128,102866,Doyle at St Paul,,49.888909,-119.491494,,,0,,2
129,102880,Richter at Fuller,,49.890611,-119.48836,,,0,,2
130,102898,Cawston at Ethel,,49.891553,-119.482337,,,0,,2
131,102908,Graham at Clement,,49.89322,-119.479763,,,0,,2
132,140051,Clement at Gordon,,49.893372,-119.475888,,,0,,2
133,103029,Clement at Cerise,,49.892325,-119.470617,,,0,,2
134,102960,Clifton at Hartwick,,49.893653,-119.465704,,,0,,2
135,102966,Clifton at Lambert,,49.895442,-119.465642,,,0,,2
136,102977,High at Glengarry,,49.897692,-119.464105,,,0,,2
137,102988,High at Tronson,,49.899143,-119.461287,,,0,,2
138,103010,High at Kennedy,,49.900379,-119.457536,,,0,,2
139,103087,Glenmore at Yates,,49.909656,-119.450055,,,0,,2
140,103107,Glenmore at Watson,,49.911648,-119.448733,,,0,,2
141,103136,Glenmore at Kane,,49.916157,-119.445629,,,0,,2
142,103159,Glenmore at Dallas,,49.918406,-119.444033,,,0,,2
143,140131,Glenmore at Cross,,49.923368,-119.438328,,,0,,2
144,140132,Glenmore at Union,,49.927654,-119.434738,,,0,,2
145,140134,Glenmore at Scenic,,49.932964,-119.433206,,,0,,2
146,140136,John Hindle at Glenmore,,49.946354,-119.42183,,,0,,2
147,140162,John Hindle at Landfilll,,49.94436,-119.415913,,,0,,2
148,140138,John Hindle at Campus Way,,49.938269,-119.401675,,,0,,2
149,140100,Transit Way at Alumni Ave,,49.939482,-119.394267,,,0,,2
150,140099,UBCO Exchange,,49.93931,-119.394996,,,0,,2
151,140139,John Hindle at Campus Way,,49.938589,-119.401818,,,0,,2
152,140163,John Hindle at Landfilll (WB),,49.945312,-119.415912,,,0,,2
153,140137,John Hindle at Glenmore,,49.947667,-119.424654,,,0,,2
154,140135,Glenmore at Scenic,,49.932879,-119.433541,,,0,,2
155,140133,Glenmore at Union,,49.926307,-119.43607,,,0,,2
156,103104,Glenmore at Cross,,49.922403,-119.439953,,,0,,2
157,103154,Glenmore at Dallas,,49.917991,-119.44475,,,0,,2
158,103131,Glenmore at Ballou,,49.915649,-119.446367,,,0,,2
159,103103,Glenmore at Watson,,49.91122,-119.449422,,,0,,2
160,103080,Glenmore at Yates,,49.909103,-119.45089,,,0,,2
161,103048,Glenmore at Glenmeadows,,49.904053,-119.453378,,,0,,2
162,103005,High at Kennedy,,49.900463,-119.458494,,,0,,2
163,102987,High at Tronson,,49.898487,-119.462265,,,0,,2
164,102968,Clifton at Lynwood,,49.897265,-119.46593,,,0,,2
165,102965,Clifton at Lambert,,49.895898,-119.465914,,,0,,2
166,102959,Clifton at Hartwick,,49.893873,-119.465905,,,0,,2
167,103031,Clement at Cerise,,49.892767,-119.471381,,,0,,2
168,140050,Clement at Gordon,,49.893682,-119.477769,,,0,,2
169,102905,Graham at Clement,,49.893276,-119.479999,,,0,,2
170,102903,Cawston at Graham,,49.891673,-119.480592,,,0,,2
171,102894,Cawston at Ethel,,49.891682,-119.48331,,,0,,2
172,102867,Doyle at Bertram,,49.889073,-119.490581,,,0,,2
173,140162,John Hindle at Landfill,,49.94436,-119.415913,,,0,,2
174,140163,John Hindle at Landfill,,49.945312,-119.415912,,,0,,2
175,140101,UBCO Exchange,,49.939429,-119.394061,,,0,,2
176,140105,Edwards Rd at Hwy 97,,49.924263,-119.385031,,,0,,2
177,140107,Acland at Penno,,49.92214,-119.384018,,,0,,2
178,140110,Rutland at Old Vernon Rd,,49.917802,-119.384583,,,0,,2
179,140111,Rutland at Commercial Dr.,,49.915085,-119.386892,,,0,,2
180,103392,Rutland at Fitzpatrick,,49.906881,-119.386872,,,0,,2
181,103385,Rutland at Sumac,,49.903345,-119.386936,,,0,,2
182,103382,Rutland at McCurdy,,49.900649,-119.386993,,,0,,2
183,103380,Rutland at Hartman,,49.899456,-119.387036,,,0,,2
184,103377,Rutland at Leathead,,49.896677,-119.386964,,,0,,2
185,103370,Rutland at Mugford,,49.892748,-119.387035,,,0,,2
186,103365,Rutland at Shephard,,49.890902,-119.387055,,,0,,2
187,140148,Rutland Exchange,,49.890663,-119.391887,,,0,,2
188,103321,Hwy 33 W at Dougall,,49.889122,-119.394282,,,0,,2
189,103297,Hwy 33 W at Hollywood,,49.889154,-119.39897,,,0,,2
190,103274,Hwy 33 W at Franklyn,,49.889109,-119.403018,,,0,,2
191,103260,Hwy 33 W at Bryden,,49.889164,-119.406355,,,0,,2
192,103240,Hwy 33 W at Gerstmar,,49.889113,-119.410015,,,0,,2
193,103221,Hwy 33 W at Taylor,,49.889098,-119.413397,,,0,,2
194,103201,Ziprick at Terai,,49.888304,-119.41773,,,0,,2
195,103184,Baron at Spedding,,49.886342,-119.422104,,,0,,2
196,103171,Baron at Banks,,49.884324,-119.42484,,,0,,2
197,103142,Baron at Leckie,,49.882505,-119.428757,,,0,,2
198,103125,Baron at Durnin,,49.879677,-119.433265,,,0,,2
199,103108,Dilworth at Baron,,49.878889,-119.437075,,,0,,2
200,103097,Springfield at Benvoulin,,49.877337,-119.440136,,,0,,2
201,103069,Orchard Park Exchange,,49.880248,-119.442587,,,0,,2
202,103057,Springfield at Barlee,,49.877352,-119.447373,,,0,,2
203,103014,Springfield at Spall,,49.877184,-119.455971,,,0,,2
204,102996,Springfield at Kirschner,,49.87688,-119.458767,,,0,,2
205,102986,Springfield at Dayton,,49.876856,-119.461732,,,0,,2
206,102973,Springfield at Burtch,,49.877036,-119.466345,,,0,,2
207,102950,Springfield at Wilkinson,,49.877065,-119.472005,,,0,,2
208,140048,Springfield at Gordon,,49.876867,-119.478149,,,0,,2
209,140045,Cadder at Ethel,,49.876417,-119.483137,,,0,,2
210,140046,Cadder at Richter,,49.876411,-119.488914,,,0,,2
211,103030,Okanagan College Exchange,,49.861047,-119.47988,,,0,,2
212,140047,Cadder at Pandosy,,49.876263,-119.490704,,,0,,2
213,140043,Cadder at Richter,,49.876261,-119.487621,,,0,,2
214,102929,Springfield at Ethel,,49.876344,-119.480602,,,0,,2
215,102941,Springfield at Gordon,,49.876736,-119.476567,,,0,,2
216,102954,Springfield at Wilkinson,,49.876897,-119.471058,,,0,,2
217,102979,Springfield at Burtch,,49.876726,-119.465007,,,0,,2
218,102990,Springfield at Dayton,,49.876722,-119.460622,,,0,,2
219,103004,Springfield at Kirschner,,49.876775,-119.457969,,,0,,2
220,103033,Springfield at Spall,,49.877146,-119.453852,,,0,,2
221,103056,Springfield at Barlee,,49.877088,-119.447809,,,0,,2
222,103075,Orchard Park Exchange,,49.88031,-119.442278,,,0,,2
223,103121,Baron at Underhill,,49.879529,-119.434153,,,0,,2
224,103144,Baron at Leckie,,49.882448,-119.428555,,,0,,2
225,103169,Baron 1900 Block,,49.883696,-119.425184,,,0,,2
226,103186,Baron at Spedding,,49.886349,-119.421773,,,0,,2
227,103204,Ziprick at Terai,,49.888049,-119.417466,,,0,,2
228,103222,Hwy 33 W at Taylor,,49.888984,-119.413155,,,0,,2
229,103245,Hwy 33 W at Gerstmar,,49.888925,-119.408851,,,0,,2
230,103264,Hwy 33 at Davie,,49.88893,-119.405389,,,0,,2
231,103278,Hwy 33 W at Barber,,49.88893,-119.401796,,,0,,2
232,103296,Hwy 33 W at Hollywood,,49.888901,-119.398761,,,0,,2
233,103312,Hwy 33 W at Aurora,,49.888928,-119.395936,,,0,,2
234,140152,Dougall at Hwy 33,,49.889424,-119.39274,,,0,,2
235,140150,Rutland Exchange,,49.890511,-119.392352,,,0,,2
236,140164,Shepherd at Roxby,,49.89052,-119.390283,,,0,,2
237,103373,Rutland at Mugford,,49.892957,-119.386799,,,0,,2
238,103376,Rutland at Briarwood,,49.894327,-119.386761,,,0,,2
239,103384,Rutland Rd at McCurdy Rd,,49.901504,-119.386678,,,0,,2
240,102863,Rutland at Sumac,,49.90388,-119.386711,,,0,,2
241,102998,Rutland at Klassen,,49.907213,-119.386693,,,0,,2
242,140112,Rutland at Commercial Dr.,,49.91558,-119.385904,,,0,,2
243,140109,Acland at Old Vernon Rd,,49.918609,-119.383868,,,0,,2
244,140108,Acland at Penno,,49.921585,-119.383759,,,0,,2
245,140106,Edwards Rd at Hwy 97,,49.924517,-119.385803,,,0,,2
246,103384,Rutland at McCurdy,,49.901504,-119.386678,,,0,,2
247,102884,Leon at Richter,,49.884417,-119.48666,,,0,,2
248,102891,Leon at Ethel,,49.884407,-119.483863,,,0,,2
249,102893,Bernard at Ethel,,49.886229,-119.482355,,,0,,2
250,102907,Bernard at Gordon,,49.886206,-119.478094,,,0,,2
251,102916,Lawrence at Gordon,,49.885182,-119.476312,,,0,,2
252,102925,Lawrence at Kelglen,,49.885183,-119.473185,,,0,,2
253,102937,Lawrence at Richmond,,49.885189,-119.470718,,,0,,2
254,102951,Lawrence at Alta Vista,,49.885204,-119.466644,,,0,,2
255,102971,Lawrence at Burtch,,49.884388,-119.462891,,,0,,2
256,102962,Burtch at Kelglen,,49.88302,-119.465129,,,0,,2
257,102994,Parkinson at Ufton,,49.883049,-119.455918,,,0,,2
258,103011,Spall at Windsor,,49.880412,-119.454699,,,0,,2
259,103018,Spall at Kent,,49.878642,-119.454743,,,0,,2
260,103024,Spall at Kent,,49.878878,-119.454468,,,0,,2
261,103012,Spall at Windsor,,49.880864,-119.454453,,,0,,2
262,102993,Parkinson at Ufton,,49.883206,-119.456354,,,0,,2
263,102963,Burtch at Kelglen,,49.882841,-119.465042,,,0,,2
264,102969,Lawrence at Burtch,,49.884564,-119.462914,,,0,,2
265,102948,Lawrence at Lakeview,,49.885332,-119.467437,,,0,,2
266,102942,Lawrence at Richmond,,49.885334,-119.470187,,,0,,2
267,102926,Lawrence at Kelglen,,49.885296,-119.472893,,,0,,2
268,102918,Lawrence at Gordon,,49.885341,-119.475896,,,0,,2
269,102909,Bernard at Gordon,,49.886387,-119.478006,,,0,,2
270,102900,Bernard at Graham,,49.886354,-119.4802,,,0,,2
271,102890,Leon at Ethel,,49.884535,-119.483686,,,0,,2
272,102882,Leon at Richter,,49.884579,-119.486903,,,0,,2
273,102874,Bernard at Bertram,,49.886381,-119.48987,,,0,,2
274,140151,Rutland Exchange,,49.890524,-119.391804,,,0,,2
275,103354,Leathead at Ford,,49.895649,-119.388096,,,0,,2
276,103344,Leathead at Pinetree,,49.895405,-119.390234,,,0,,2
277,103322,Leathead at Tartan,,49.895409,-119.393966,,,0,,2
278,103287,Leathead at Franklyn,,49.895444,-119.40033,,,0,,2
279,103288,Franklyn at Pearson,,49.898092,-119.400862,,,0,,2
280,103292,Franklyn at McCurdy,,49.900875,-119.400889,,,0,,2
281,103283,McCurdy at Mayfair,,49.901263,-119.403089,,,0,,2
282,103081,McCurdy at Alsgard,,49.901251,-119.406117,,,0,,2
283,103300,Finns at Fitzpatrick,,49.906505,-119.402429,,,0,,2
284,103327,Fitzpatrick at Findlay,,49.907197,-119.396839,,,0,,2
285,103343,Fitzpatrick at Chichester,,49.907193,-119.394009,,,0,,2
286,103360,Fitzpatrick at Stafford,,49.907189,-119.391208,,,0,,2
287,103387,Fitzpatrick at Aldon,,49.907184,-119.388155,,,0,,2
288,140149,Rutland Exchange,,49.890663,-119.390829,,,0,,2
289,103165,Enterprise at Powick,,49.890288,-119.425444,,,0,,2
290,103141,Enterprise at Banks,,49.888696,-119.428665,,,0,,2
291,103126,Enterprise at Leckie,,49.885614,-119.431934,,,0,,2
292,103070,Orchard Park Exchange,,49.880399,-119.442588,,,0,,2
293,103060,Enterprise at Cooper,,49.883333,-119.444378,,,0,,2
294,103046,Enterprise at Hardy,,49.883348,-119.448108,,,0,,2
295,103015,Enterprise at Spall,,49.884217,-119.452894,,,0,,2
296,102991,Bernard at Dilworth Cresent,,49.888402,-119.456209,,,0,,2
297,102975,Bernard at Cherry Cresent,,49.887003,-119.461214,,,0,,2
298,102964,Bernard at Noble,,49.886353,-119.463665,,,0,,2
299,102953,Bernard at Highland Dr,,49.88635,-119.466012,,,0,,2
300,102933,Bernard at Richmond,,49.886339,-119.471248,,,0,,2
301,102921,Bernard at Danjou,,49.886363,-119.474299,,,0,,2
302,102889,Bernard at Ethel,,49.886355,-119.483125,,,0,,2
303,102854,Queensway Exchange,,49.887357,-119.494738,,,0,,2
304,103430,McCurdy at Craig,,49.90184,-119.377519,,,0,,2
305,103416,McCurdy at Friesen,,49.901637,-119.380362,,,0,,2
306,103396,McCurdy at Keyes,,49.901229,-119.384544,,,0,,2
307,102877,Bernard at Richter,,49.886224,-119.488185,,,0,,2
308,102902,Bernard at Graham,,49.88621,-119.479737,,,0,,2
309,102915,Bernard at Gordon,,49.88618,-119.476047,,,0,,2
310,102923,Bernard at Danjou,,49.886225,-119.474116,,,0,,2
311,102936,Bernard at Richmond,,49.886217,-119.470995,,,0,,2
312,140056,Bernard at Elm,,49.886213,-119.465795,,,0,,2
313,102974,Bernard at Burtch,,49.88648,-119.461639,,,0,,2
314,102728,Spall at Bernard,,49.887981,-119.454629,,,0,,2
315,103009,Enterprise at Spall,,49.884053,-119.453544,,,0,,2
316,103036,Enterprise at Enterprise Court,,49.883132,-119.450303,,,0,,2
317,103050,Enterprise at Hardy,,49.883173,-119.446938,,,0,,2
318,103058,Enterprise at Cooper,,49.883158,-119.444586,,,0,,2
319,103073,Orchard Park Exchange,,49.880462,-119.442285,,,0,,2
320,103105,Enterprise at Dilworth,,49.883179,-119.436896,,,0,,2
321,103122,Enterprise at Leckie,,49.884015,-119.432704,,,0,,2
322,103127,Enterprise at Hunter,,49.885917,-119.431643,,,0,,2
323,103155,Enterprise at Banks,,49.889483,-119.4265,,,0,,2
324,103002,Hwy 33 at Enterprise,,49.89069,-119.423559,,,0,,2
325,102855,Queensway Exchange,,49.887368,-119.494485,,,0,,2
326,102886,Richter at Dehart,,49.88192,-119.488825,,,0,,2
327,102899,Sutherland at Richter,,49.879777,-119.488127,,,0,,2
328,102912,Sutherland at Ethel,,49.879755,-119.482304,,,0,,2
329,102920,Sutherland at Lequime,,49.879763,-119.478668,,,0,,2
330,102931,Sutherland at Gordon,,49.880127,-119.475248,,,0,,2
331,102938,Sutherland at Capri,,49.880125,-119.473249,,,0,,2
332,102945,Sutherland at Pacific,,49.880121,-119.471298,,,0,,2
333,102957,Sutherland at Chandler,,49.880196,-119.467664,,,0,,2
334,102970,Burtch at Dickson,,49.878439,-119.465975,,,0,,2
335,103077,Orchard Park Exchange,,49.879624,-119.442284,,,0,,2
336,103086,Springfield at Cooper,,49.877101,-119.441644,,,0,,2
337,103138,Springfield at Durnin,,49.878053,-119.430845,,,0,,2
338,103158,Springfield at Leckie,,49.879415,-119.427181,,,0,,2
339,103189,Springfield at Parkview,,49.880368,-119.421913,,,0,,2
340,103205,Springfield at Ziprick,,49.880365,-119.418405,,,0,,2
341,103235,Springfield at Gerstmar,,49.87881,-119.411882,,,0,,2
342,103250,Gerstmar at Thompson,,49.879033,-119.40936,,,0,,2
343,103252,Graham at Gerstmar,,49.881709,-119.408743,,,0,,2
344,103277,Graham at Matt,,49.881703,-119.402822,,,0,,2
345,103289,Hollydell at Stirling,,49.882729,-119.399869,,,0,,2
346,103303,Hollywood Rd at Perry,,49.88085,-119.398369,,,0,,2
347,103307,Hollywood at Quigley,,49.877543,-119.398372,,,0,,2
348,103309,Hollywood S at Springfield,,49.875624,-119.39841,,,0,,2
349,103313,Springfield at Monterey,,49.874339,-119.397574,,,0,,2
350,103334,Springfield at Hollywood,,49.874324,-119.393808,,,0,,2
351,103357,Springfield at Neptune,,49.877662,-119.388535,,,0,,2
352,103367,Rutland at Jupiter,,49.880053,-119.387593,,,0,,2
353,103372,Rutland at Belgo,,49.882131,-119.386889,,,0,,2
354,103383,Husch at Scarboro,,49.883602,-119.385261,,,0,,2
355,103405,Husch at Molnar,,49.883596,-119.381521,,,0,,2
356,103411,Molnar at Husch,,49.88419,-119.379628,,,0,,2
357,103412,Molnar at Holbrook,,49.885781,-119.379692,,,0,,2
358,103410,Molnar at Milton,,49.887545,-119.379682,,,0,,2
359,103421,Muir at McKenzie,,49.889734,-119.377282,,,0,,2
360,103428,Merrifield at Mugford,,49.892318,-119.376074,,,0,,2
361,103426,Hardie at Hemlock,,49.894929,-119.376819,,,0,,2
362,103429,Craig at Hartman,,49.89947,-119.376885,,,0,,2
363,103363,Rutland at Gray,,49.888478,-119.38707,,,0,,2
364,103361,Rutland at Robson,,49.886768,-119.387023,,,0,,2
365,103364,Rutland at Holbrook,,49.885199,-119.38708,,,0,,2
366,103369,Rutland at Benchview,,49.882905,-119.387127,,,0,,2
367,103366,Rutland at Jupiter,,49.879342,-119.387829,,,0,,2
368,103346,Springfield at Neptune,,49.877604,-119.390462,,,0,,2
369,103331,Springfield at Hollywood,,49.874521,-119.394092,,,0,,2
370,103310,Hollywood S at Springfield,,49.875168,-119.39818,,,0,,2
371,103308,Hollywood S at Juniper,,49.877762,-119.398106,,,0,,2
372,103304,Hollywood Road  at Perry,,49.881185,-119.398152,,,0,,2
373,103291,Hollydell at Stirling,,49.882824,-119.399684,,,0,,2
374,103271,Graham at Matt,,49.881866,-119.403433,,,0,,2
375,103253,Graham at Irma,,49.881846,-119.408565,,,0,,2
376,103246,Gerstmar at Thompson,,49.879038,-119.409569,,,0,,2
377,103227,Springfield at Graham,,49.879763,-119.413361,,,0,,2
378,103202,Springfield at Ziprick,,49.880595,-119.41854,,,0,,2
379,103190,Springfield at Parkview,,49.880602,-119.421603,,,0,,2
380,103156,Springfield at Leckie,,49.879518,-119.427494,,,0,,2
381,103130,Springfield at Durnin,,49.877785,-119.432435,,,0,,2
382,103071,Orchard Park Exchange,,49.880564,-119.442564,,,0,,2
383,102972,Burtch at Dickson,,49.878199,-119.465669,,,0,,2
384,102955,Sutherland at Chandler,,49.880348,-119.46761,,,0,,2
385,102944,Sutherland at Pacific,,49.880251,-119.472386,,,0,,2
386,102927,Sutherland at Gordon,,49.880284,-119.475922,,,0,,2
387,102917,Sutherland at Bowes,,49.879904,-119.480242,,,0,,2
388,102906,Sutherland at Ethel,,49.87992,-119.483106,,,0,,2
389,102897,Richter at Sutherland,,49.880037,-119.488366,,,0,,2
390,102887,Richter at Dehart,,49.882196,-119.488379,,,0,,2
391,103378,Hwy 33 E at Sadler,,49.888907,-119.386029,,,0,,2
392,103457,Okanagan College Exchange,,49.860833,-119.481203,,,0,,2
393,103038,KLO at Gordon,,49.860817,-119.475551,,,0,,2
394,103045,KLO at Holland,,49.860816,-119.472523,,,0,,2
395,103059,KLO at Saint Amand,,49.86082,-119.465845,,,0,,2
396,103088,KLO at Benvoulin,,49.860816,-119.459949,,,0,,2
397,140055,KLO at Benvoulin,,49.860846,-119.455012,,,0,,2
398,103114,KLO at Como,,49.860858,-119.450545,,,0,,2
399,103149,KLO at Spiers,,49.86048,-119.442406,,,0,,2
